image_id,class,bbox,width,height,area
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(1767, 1522, 1834, 1574)",67,52,3484
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(1199, 1982, 1260, 2040)",61,58,3538
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(1013, 1820, 1093, 1875)",80,55,4400
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(1329, 1928, 1405, 1987)",76,59,4484
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(1883, 1707, 1947, 1763)",64,56,3584
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(2034, 1510, 2102, 1566)",68,56,3808
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(2003, 1437, 2072, 1493)",69,56,3864
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(1978, 1377, 2038, 1427)",60,50,3000
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(2170, 1162, 2230, 1219)",60,57,3420
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(2249, 1381, 2313, 1430)",64,49,3136
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(2277, 1450, 2340, 1503)",63,53,3339
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(2309, 1526, 2368, 1570)",59,44,2596
74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,"(2339, 1593, 2398, 1644)",59,51,3009
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(1821, 97, 1921, 186)",100,89,8900
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(2017, 197, 2097, 282)",80,85,6800
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(1709, 318, 1809, 441)",100,123,12300
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(1827, 388, 1907, 481)",80,93,7440
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(1924, 445, 1979, 527)",55,82,4510
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(1832, 705, 1923, 776)",91,71,6461
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(1756, 648, 1826, 746)",70,98,6860
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(1593, 1322, 1759, 1449)",166,127,21082
4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,Airplane,"(2038, 1112, 2097, 1190)",59,78,4602
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(8, 332, 180, 516)",172,184,31648
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(2, 894, 171, 1066)",169,172,29068
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(5, 1125, 188, 1315)",183,190,34770
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(9, 1382, 166, 1545)",157,163,25591
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(8, 1594, 168, 1759)",160,165,26400
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(4, 1796, 191, 1975)",187,179,33473
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(530, 1778, 716, 1952)",186,174,32364
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(501, 1374, 709, 1553)",208,179,37232
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(512, 865, 718, 1042)",206,177,36462
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(529, 591, 706, 751)",177,160,28320
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(962, 343, 1136, 512)",174,169,29406
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(968, 559, 1170, 777)",202,218,44036
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(964, 844, 1174, 1051)",210,207,43470
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(969, 1099, 1151, 1270)",182,171,31122
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(963, 1357, 1170, 1547)",207,190,39330
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(973, 1595, 1159, 1762)",186,167,31062
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(973, 1798, 1152, 1949)",179,151,27029
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(974, 1999, 1154, 2164)",180,165,29700
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(415, 2286, 627, 2475)",212,189,40068
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(1916, 2017, 2087, 2207)",171,190,32490
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(1899, 1774, 2097, 1940)",198,166,32868
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(1911, 1577, 2096, 1737)",185,160,29600
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(1897, 1377, 2094, 1535)",197,158,31126
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(2144, 1458, 2318, 1649)",174,191,33234
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(1541, 1431, 1668, 1521)",127,90,11430
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(1488, 705, 1660, 886)",172,181,31132
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(1855, 630, 2076, 860)",221,230,50830
72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,Airplane,"(1882, 898, 2046, 1064)",164,166,27224
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(1748, 27, 1870, 178)",122,151,18422
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(2057, 284, 2193, 434)",136,150,20400
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Truncated_airplane,"(1570, 0, 1695, 73)",125,73,9125
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Truncated_airplane,"(1602, 2513, 1724, 2559)",122,46,5612
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Truncated_airplane,"(738, 2452, 860, 2557)",122,105,12810
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(238, 442, 318, 509)",80,67,5360
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(581, 649, 727, 764)",146,115,16790
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(900, 843, 980, 922)",80,79,6320
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(1174, 1010, 1312, 1135)",138,125,17250
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(1532, 1239, 1609, 1302)",77,63,4851
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(1724, 1041, 1837, 1155)",113,114,12882
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(1780, 1289, 1907, 1415)",127,126,16002
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(1923, 1377, 2075, 1517)",152,140,21280
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(2168, 1617, 2313, 1744)",145,127,18415
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(1958, 2236, 2091, 2368)",133,132,17556
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(823, 2051, 940, 2189)",117,138,16146
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(684, 1975, 802, 2095)",118,120,14160
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(262, 1699, 393, 1839)",131,140,18340
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(163, 2106, 297, 2257)",134,151,20234
2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,Airplane,"(2259, 393, 2361, 519)",102,126,12852
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(171, 216, 242, 294)",71,78,5538
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(406, 357, 472, 421)",66,64,4224
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(617, 492, 673, 570)",56,78,4368
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(678, 572, 733, 636)",55,64,3520
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(737, 551, 807, 614)",70,63,4410
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(777, 638, 832, 698)",55,60,3300
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(338, 735, 412, 805)",74,70,5180
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(979, 746, 1028, 799)",49,53,2597
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1012, 701, 1049, 742)",37,41,1517
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1218, 829, 1268, 877)",50,48,2400
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1261, 864, 1321, 921)",60,57,3420
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1269, 931, 1326, 969)",57,38,2166
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1234, 938, 1279, 994)",45,56,2520
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1691, 492, 1764, 567)",73,75,5475
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1797, 745, 1865, 803)",68,58,3944
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1750, 822, 1822, 884)",72,62,4464
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1854, 1251, 1999, 1413)",145,162,23490
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(613, 1732, 750, 1846)",137,114,15618
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(845, 1881, 920, 1955)",75,74,5550
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(993, 1972, 1064, 2038)",71,66,4686
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1131, 1647, 1293, 1766)",162,119,19278
0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,Airplane,"(1611, 2354, 1754, 2473)",143,119,17017
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(562, 269, 644, 341)",82,72,5904
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(599, 407, 678, 466)",79,59,4661
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(627, 516, 742, 602)",115,86,9890
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(745, 903, 863, 997)",118,94,11092
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(800, 1033, 890, 1109)",90,76,6840
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(854, 1169, 927, 1229)",73,60,4380
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(951, 1545, 1050, 1618)",99,73,7227
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1011, 1677, 1097, 1747)",86,70,6020
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1037, 1804, 1140, 1870)",103,66,6798
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1343, 1629, 1432, 1700)",89,71,6319
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1275, 1465, 1397, 1571)",122,106,12932
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1219, 1211, 1308, 1280)",89,69,6141
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1096, 913, 1213, 1016)",117,103,12051
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1044, 774, 1177, 889)",133,115,15295
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1046, 650, 1118, 706)",72,56,4032
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(946, 493, 1080, 592)",134,99,13266
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Airplane,"(1264, 91, 1339, 171)",75,80,6000
bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,Truncated_airplane,"(1653, 0, 1743, 53)",90,53,4770
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(616, 369, 706, 470)",90,101,9090
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(739, 388, 870, 527)",131,139,18209
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1365, 403, 1463, 517)",98,114,11172
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1501, 41, 1647, 168)",146,127,18542
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1847, 47, 1959, 173)",112,126,14112
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1767, 611, 1925, 770)",158,159,25122
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1542, 938, 1716, 1070)",174,132,22968
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1704, 1098, 1848, 1217)",144,119,17136
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1520, 1474, 1692, 1637)",172,163,28036
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1986, 1857, 2145, 1984)",159,127,20193
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1686, 2196, 1779, 2274)",93,78,7254
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1572, 1882, 1668, 1974)",96,92,8832
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(1032, 2394, 1193, 2523)",161,129,20769
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(996, 2203, 1180, 2359)",184,156,28704
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(928, 1553, 1120, 1710)",192,157,30144
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(904, 1363, 1075, 1505)",171,142,24282
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(511, 1413, 665, 1545)",154,132,20328
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(870, 1183, 1029, 1300)",159,117,18603
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(798, 1022, 947, 1160)",149,138,20562
3463b88d-1e11-4c04-9868-e8c72d510556.jpg,Airplane,"(630, 2264, 741, 2354)",111,90,9990
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1598, 873, 1689, 938)",91,65,5915
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1433, 941, 1505, 998)",72,57,4104
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1110, 1070, 1195, 1129)",85,59,5015
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(867, 1168, 972, 1227)",105,59,6195
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(723, 1226, 803, 1283)",80,57,4560
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(635, 1310, 694, 1373)",59,63,3717
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(750, 1645, 823, 1733)",73,88,6424
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1041, 1605, 1090, 1656)",49,51,2499
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1440, 1434, 1500, 1489)",60,55,3300
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1944, 1302, 2022, 1353)",78,51,3978
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1972, 1372, 2058, 1422)",86,50,4300
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(2221, 1305, 2287, 1360)",66,55,3630
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(2247, 1379, 2323, 1430)",76,51,3876
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(2034, 1513, 2114, 1564)",80,51,4080
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1923, 1634, 1985, 1695)",62,61,3782
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1851, 1650, 1905, 1707)",54,57,3078
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1789, 1691, 1831, 1757)",42,66,2772
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1747, 1762, 1805, 1812)",58,50,2900
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1648, 1749, 1716, 1796)",68,47,3196
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1613, 1819, 1684, 1875)",71,56,3976
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1515, 1797, 1574, 1850)",59,53,3127
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1469, 1876, 1534, 1929)",65,53,3445
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1667, 481, 1739, 546)",72,65,4680
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1887, 711, 1936, 781)",49,70,3430
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1247, 1019, 1324, 1077)",77,58,4466
1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,Airplane,"(1206, 1979, 1259, 2044)",53,65,3445
22457f2e-a740-4719-9512-056749695281.jpg,Airplane,"(463, 1224, 637, 1371)",174,147,25578
22457f2e-a740-4719-9512-056749695281.jpg,Airplane,"(904, 1258, 1082, 1412)",178,154,27412
22457f2e-a740-4719-9512-056749695281.jpg,Airplane,"(976, 1433, 1140, 1546)",164,113,18532
22457f2e-a740-4719-9512-056749695281.jpg,Airplane,"(1855, 1525, 2043, 1697)",188,172,32336
22457f2e-a740-4719-9512-056749695281.jpg,Airplane,"(782, 944, 959, 1085)",177,141,24957
22457f2e-a740-4719-9512-056749695281.jpg,Airplane,"(1571, 975, 1773, 1162)",202,187,37774
22457f2e-a740-4719-9512-056749695281.jpg,Airplane,"(2077, 756, 2294, 903)",217,147,31899
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(465, 246, 600, 405)",135,159,21465
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(351, 685, 480, 852)",129,167,21543
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(517, 762, 642, 910)",125,148,18500
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(885, 468, 995, 606)",110,138,15180
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(804, 1025, 948, 1160)",144,135,19440
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(574, 1997, 729, 2124)",155,127,19685
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(940, 1749, 1119, 1884)",179,135,24165
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1031, 2058, 1144, 2146)",113,88,9944
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1009, 2216, 1167, 2356)",158,140,22120
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1037, 2398, 1203, 2518)",166,120,19920
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1707, 2407, 1806, 2471)",99,64,6336
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1649, 1955, 1750, 2034)",101,79,7979
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1561, 1683, 1729, 1830)",168,147,24696
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1536, 1479, 1705, 1639)",169,160,27040
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1528, 1283, 1666, 1426)",138,143,19734
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1556, 934, 1704, 1076)",148,142,21016
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1630, 785, 1773, 913)",143,128,18304
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1785, 615, 1922, 775)",137,160,21920
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(2213, 1225, 2377, 1417)",164,192,31488
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1962, 1532, 2113, 1677)",151,145,21895
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1997, 1849, 2143, 1984)",146,135,19710
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(2047, 2157, 2189, 2305)",142,148,21016
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1366, 415, 1475, 522)",109,107,11663
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1617, 234, 1729, 342)",112,108,12096
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1735, 130, 1844, 264)",109,134,14606
12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,Airplane,"(1857, 66, 1956, 151)",99,85,8415
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(616, 456, 818, 648)",202,192,38784
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(832, 372, 1024, 582)",192,210,40320
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(1055, 297, 1237, 504)",182,207,37674
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(1277, 223, 1425, 413)",148,190,28120
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(1478, 135, 1653, 345)",175,210,36750
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(1676, 85, 1833, 258)",157,173,27161
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(1854, 9, 2009, 194)",155,185,28675
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(1348, 722, 1458, 854)",110,132,14520
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(1184, 978, 1298, 1070)",114,92,10488
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(319, 1411, 508, 1592)",189,181,34209
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Truncated_airplane,"(1, 1599, 94, 1747)",93,148,13764
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(64, 2146, 158, 2250)",94,104,9776
e5416a97-a8ea-415f-928a-e75a5090cd46.jpg,Airplane,"(198, 2136, 276, 2237)",78,101,7878
